Epoch,Train Loss,Valid Loss,Train Acc,Valid Acc,Train F1,Valid F1
1,1.8096294210070656,1.7957899385028415,0.15,0.15555555555555556,0.07913771942211252,0.04530744336569579
2,1.7979727029800414,1.791532121764289,0.1761904761904762,0.1111111111111111,0.1350723402395314,0.10894958355484673
3,1.786437327521188,1.787069903479682,0.18571428571428572,0.2222222222222222,0.18029333768822367,0.16100427350427352
4,1.7793615466072445,1.780486880408393,0.19523809523809524,0.2222222222222222,0.16746581682255646,0.1277139208173691
5,1.769957969302223,1.7643408563401963,0.18571428571428572,0.26666666666666666,0.15927822052604937,0.2392857142857143
6,1.739607753072466,1.7506806294123332,0.2619047619047619,0.24444444444444444,0.22447570093555494,0.1843853171252552
7,1.724189913840521,1.7262851768069798,0.26904761904761904,0.28888888888888886,0.2292329401812582,0.24272700148192441
8,1.6984413760049002,1.7320702420340643,0.2761904761904762,0.23333333333333334,0.2529852514952102,0.23549802022065894
9,1.6654701823279972,1.7279519769880507,0.3047619047619048,0.28888888888888886,0.3046349719241726,0.26251684233428657
10,1.6553050177437918,1.6941396501329211,0.29285714285714287,0.26666666666666666,0.2625455683907533,0.23100233100233103
11,1.6091894592557634,1.6742656972673204,0.31666666666666665,0.28888888888888886,0.2875308443510953,0.2561443932411674
12,1.6009347279866537,1.678176498413086,0.33095238095238094,0.2777777777777778,0.31527494710686416,0.25690964611109796
13,1.554063435963222,1.6668383757273355,0.3404761904761905,0.2777777777777778,0.33602767650269566,0.2441509264860747
14,1.5688972836449033,1.6991414546966552,0.3380952380952381,0.36666666666666664,0.3196614123925999,0.32569003233369065
15,1.557506891659328,1.6462765216827393,0.36666666666666664,0.34444444444444444,0.3383722973738883,0.29964396756000955
16,1.5055294070925032,1.6281163454055787,0.39285714285714285,0.35555555555555557,0.3866268135511468,0.3243458338424013
17,1.4525215648469472,1.616372325685289,0.42857142857142855,0.35555555555555557,0.4274426289637229,0.33821969696969695
18,1.433525021870931,1.6220817671881782,0.42142857142857143,0.36666666666666664,0.41547092033788613,0.3290517961570593
19,1.3820117428189231,1.6287478076087103,0.4642857142857143,0.3888888888888889,0.46136518544159766,0.3529505696172362
20,1.38682081642605,1.6143291552861532,0.44285714285714284,0.32222222222222224,0.43583111948608505,0.31768976365249657
21,1.3620514653977893,1.5950157324473062,0.4666666666666667,0.37777777777777777,0.4649968398805273,0.3571225071225072
22,1.3377902099064418,1.595062131351895,0.4928571428571429,0.4,0.4867084518741378,0.3799901204310701
23,1.325985658736456,1.6156376626756457,0.4880952380952381,0.37777777777777777,0.48743420010271415,0.3660060283248689
24,1.3441765666007996,1.5819293022155763,0.46904761904761905,0.36666666666666664,0.47190894604281314,0.35382179280730003
25,1.299899030867077,1.5921013355255127,0.4976190476190476,0.3888888888888889,0.4909843045321242,0.3753735260981637
26,1.2672216006687709,1.579849574300978,0.5452380952380952,0.4,0.5482301508001322,0.382260101010101
27,1.2793761412302653,1.5757214307785035,0.5119047619047619,0.4,0.5084747514407603,0.38133818342151676
28,1.2814441538992383,1.5797985500759548,0.5190476190476191,0.4,0.5137451997162894,0.382260101010101
29,1.2680007991336641,1.5800669882032605,0.5238095238095238,0.4,0.5200118650974747,0.3810444874274661
30,1.261649531409854,1.5801325347688464,0.5428571428571428,0.4,0.538942980204868,0.3810444874274661
