Epoch,Train Loss,Valid Loss,Test Loss,Train Acc,Valid Acc,Test Acc,Train F1,Valid F1,Test F1
1,1.8057867038817632,1.7891909228430853,1.791476435131497,0.1380952380952381,0.18888888888888888,0.2,0.09793918023934535,0.09787703336090432,0.10146126275158533
2,1.7957383973257883,1.7836306465996636,1.7862479474809434,0.19523809523809524,0.2,0.2222222222222222,0.16128110836449763,0.11624199555234038,0.1370498415442236
3,1.794829697836013,1.7749473995632596,1.779267946879069,0.18333333333333332,0.2111111111111111,0.24444444444444444,0.13797554098446918,0.12562153375406387,0.1560851429272482
4,1.7911921614692325,1.7642602072821723,1.7700425386428833,0.16428571428571428,0.25555555555555554,0.2222222222222222,0.15813384564733854,0.2251931075460487,0.15305743107467246
5,1.7806956461497716,1.7463856246736316,1.7534559965133667,0.16904761904761906,0.26666666666666666,0.2222222222222222,0.14774728318763655,0.21001221001221002,0.16497792770281525
6,1.7649336928413029,1.729981827735901,1.7346996307373046,0.19285714285714287,0.2222222222222222,0.2222222222222222,0.19234756310619347,0.16302151954325866,0.15770609318996415
7,1.7540070658638365,1.7247301207648382,1.7366537888844809,0.1976190476190476,0.2777777777777778,0.2777777777777778,0.16916444339727255,0.1796296296296296,0.1862333007494298
8,1.7265689645494733,1.6942580461502075,1.7010697311825222,0.2523809523809524,0.26666666666666666,0.23333333333333334,0.23251613101190763,0.20340011256142176,0.16309335181884202
9,1.7046929495675223,1.6643784999847413,1.6847562154134115,0.24285714285714285,0.3111111111111111,0.32222222222222224,0.2243931930602047,0.2830198475359766,0.32957816965169906
10,1.7058135702496484,1.660397137535943,1.6645170158810085,0.2619047619047619,0.3333333333333333,0.28888888888888886,0.25670762102478034,0.28101681239352,0.2426683245832182
11,1.7002647967565627,1.6464662154515584,1.6411025179757013,0.24761904761904763,0.3111111111111111,0.3111111111111111,0.2494091816672462,0.251214846980976,0.2706517792302106
12,1.6704991272517613,1.6374912791781955,1.615744133790334,0.2976190476190476,0.37777777777777777,0.37777777777777777,0.28832518183514017,0.3017023234414539,0.30067290555095433
13,1.6350432509467716,1.6116250038146973,1.5960365533828735,0.3,0.35555555555555557,0.37777777777777777,0.28280752999373554,0.3480245323936026,0.36308194729247356
14,1.5665042593365623,1.604383111000061,1.4842885189586215,0.34285714285714286,0.3888888888888889,0.43333333333333335,0.34050191444656547,0.36973848644329194,0.4139946473279806
15,1.5598698854446411,1.6034485141436259,1.535974793963962,0.319047619047619,0.3333333333333333,0.43333333333333335,0.32116548513724014,0.2994617224880383,0.3804176973819831
16,1.5742175204413278,1.5619882424672444,1.518815983666314,0.34285714285714286,0.37777777777777777,0.4222222222222222,0.34167620077118205,0.3306112578810788,0.37738249404916074
17,1.4657763821738108,1.518379142549303,1.4509463535414802,0.3880952380952381,0.32222222222222224,0.4666666666666667,0.3829040997331272,0.28780726519856953,0.40719737533830486
18,1.4623451289676486,1.5392879009246827,1.486056884129842,0.4,0.4,0.45555555555555555,0.39084690889448886,0.37854656482476035,0.45501836275263746
19,1.473558607555571,1.6166026698218452,1.4718141231271955,0.43333333333333335,0.3888888888888889,0.45555555555555555,0.4381162673870968,0.3386080989804394,0.3799383486162227
20,1.415083698999314,1.5261094278759426,1.4164105561044482,0.40476190476190477,0.4,0.45555555555555555,0.40341977692031744,0.37802629469296134,0.43815128153363453
21,1.340493523506891,1.454893856578403,1.387194014257855,0.47619047619047616,0.43333333333333335,0.5,0.4762318251130278,0.42276546982429336,0.4955555555555556
22,1.3017018465768724,1.4774894979265,1.3484213524394566,0.4857142857142857,0.43333333333333335,0.4666666666666667,0.48680507692355013,0.413257778027599,0.4642847801114241
23,1.2794128985632034,1.4717366748385958,1.3458425705631574,0.4976190476190476,0.4888888888888889,0.4888888888888889,0.49953825252545525,0.48835877572719677,0.4682007607497803
24,1.2667793296632313,1.4623508360650805,1.334834129611651,0.49047619047619045,0.4111111111111111,0.4888888888888889,0.4949581090866302,0.42234667209720667,0.45654139433551205
25,1.233002876100086,1.4604303459326426,1.3261426774991882,0.5190476190476191,0.4111111111111111,0.5,0.5238295241974862,0.4197349662449774,0.4894751517939923
26,1.1377357562383017,1.5131918576028611,1.324053857061598,0.5595238095238095,0.4,0.5333333333333333,0.5580610817816875,0.4311753650350862,0.5110316040548598
27,1.1327668320564996,1.4379810280270047,1.3240607274903191,0.5523809523809524,0.45555555555555555,0.5333333333333333,0.5544028903243227,0.4250840221942373,0.5125752107369753
28,1.115358000709897,1.4715522540940178,1.2568402933577696,0.5857142857142857,0.5222222222222223,0.5666666666666667,0.5867421206905904,0.5146106005755128,0.5743884220354809
29,1.0292217226255507,1.4093839565912882,1.2060735100673305,0.6047619047619047,0.5888888888888889,0.6222222222222222,0.608340636526495,0.5729470051795809,0.6272439454553276
30,0.999292961188725,1.3996270881758797,1.2808272948695554,0.6309523809523809,0.4777777777777778,0.6,0.632415297801342,0.4818243168970557,0.5962892304068774
31,0.937727385475522,1.4745081451204087,1.264191796278788,0.6523809523809524,0.5,0.5888888888888889,0.6526348515689852,0.5048355858700686,0.5950187617260788
32,0.9550571901457651,1.370484620332718,1.238431995237867,0.6523809523809524,0.5555555555555556,0.6,0.653865907140258,0.5576221599751011,0.5945371332871333
