Epoch,Train Loss,Valid Loss,Train Acc,Valid Acc,Train F1,Valid F1
1,1.7985634940011161,1.7926668061150446,0.19285714285714287,0.13333333333333333,0.12007799510418848,0.08366615463389658
2,1.7986453283400763,1.79195077419281,0.1595238095238095,0.14444444444444443,0.1196576018371067,0.06127450980392157
3,1.7939656041917347,1.793106370502048,0.1595238095238095,0.15555555555555556,0.1378565124903978,0.04620462046204621
4,1.795791134380159,1.792044252819485,0.16428571428571428,0.14444444444444443,0.11503273750239751,0.0429042904290429
5,1.7981084131059193,1.7892637888590495,0.15,0.16666666666666666,0.11027102030582187,0.049019607843137254
6,1.7889077845073882,1.7900537808736166,0.1595238095238095,0.16666666666666666,0.12141694413614502,0.047619047619047616
7,1.7911547456468855,1.7846353901757135,0.17857142857142858,0.2111111111111111,0.13529978284150404,0.11979913916786228
8,1.7936187335423062,1.7824729416105483,0.17857142857142858,0.32222222222222224,0.07098799416020292,0.25337026409479785
9,1.7816129707154773,1.7831739293204414,0.18333333333333332,0.2,0.14500723325159431,0.13404798389318515
10,1.7770121131624494,1.7803904506895276,0.22380952380952382,0.2,0.1658610924899882,0.10606060606060608
11,1.7751774538130987,1.7758746147155762,0.19047619047619047,0.2222222222222222,0.11398461363335506,0.16513618882039935
12,1.7646718660990397,1.7679094473520915,0.2357142857142857,0.23333333333333334,0.2219648089964158,0.17921470342522974
13,1.732434420358567,1.7548785156673856,0.23333333333333334,0.16666666666666666,0.20925707720619954,0.12744930264396337
14,1.733465408143543,1.7718266328175862,0.26666666666666666,0.2222222222222222,0.2254453489796798,0.12513558614935336
15,1.7330896831694103,1.772491947809855,0.23333333333333334,0.24444444444444444,0.18264488088685235,0.17166792033813313
16,1.7173185655048915,1.753609037399292,0.2714285714285714,0.23333333333333334,0.25728655890406055,0.19980397617136522
17,1.6966236443746658,1.7511502928204006,0.30714285714285716,0.18888888888888888,0.2829835068403948,0.09893528146607654
18,1.6959968271709625,1.7477416886223687,0.2571428571428571,0.23333333333333334,0.20545620401736833,0.16036023794425822
19,1.6828686464400517,1.737885014216105,0.28809523809523807,0.23333333333333334,0.2962621786908101,0.16427271288382397
20,1.66734664780753,1.7271636088689168,0.319047619047619,0.28888888888888886,0.30745489312996416,0.2648677333772424
21,1.6601364385514032,1.7122544897927179,0.3476190476190476,0.25555555555555554,0.3414134675253128,0.22856097714598564
22,1.647918601263137,1.7096181975470648,0.30952380952380953,0.25555555555555554,0.25323197835566164,0.18615448818100858
23,1.6344800880977086,1.6924737612406413,0.32142857142857145,0.2777777777777778,0.2667553638004446,0.23055956100296404
24,1.6288051048914591,1.6899768670399984,0.3357142857142857,0.28888888888888886,0.3102043401887116,0.2810918600849951
25,1.6342928841000512,1.6966886228985256,0.30238095238095236,0.2777777777777778,0.2984629877325712,0.2655516189727543
26,1.6046877191180275,1.6993859661950006,0.36666666666666664,0.28888888888888886,0.3585500933597853,0.26350245673472217
27,1.5987652438027518,1.6866123543845282,0.37142857142857144,0.25555555555555554,0.3498206790368085,0.21942097026604068
28,1.5979369594937278,1.6907763693067763,0.3238095238095238,0.2777777777777778,0.3088281443461426,0.23340830666917622
29,1.6022661243166243,1.6892174084981282,0.3404761904761905,0.25555555555555554,0.3201901193240301,0.22110190936277893
30,1.6092117400396437,1.6890401151445178,0.34285714285714286,0.25555555555555554,0.32990548304724077,0.22110190936277893
