Epoch,Train Loss,Valid Loss,Train Acc,Valid Acc,Train F1,Valid F1
1,1.7933974606650216,1.7933651950624254,0.16904761904761906,0.16666666666666666,0.0800115100120178,0.047619047619047616
2,1.7935302745728265,1.793318756421407,0.1619047619047619,0.16666666666666666,0.07541666666666667,0.047619047619047616
3,1.7931501206897553,1.7931948635313246,0.16666666666666666,0.16666666666666666,0.07743082000507744,0.047619047619047616
4,1.7932888564609346,1.7930947992536757,0.1619047619047619,0.16666666666666666,0.06793874965432528,0.047619047619047616
5,1.7931675048101516,1.7929824034372965,0.18095238095238095,0.16666666666666666,0.08209719901246794,0.047619047619047616
6,1.7928596564701624,1.7927991814083524,0.15714285714285714,0.16666666666666666,0.07294156556773253,0.047619047619047616
7,1.7930603640420095,1.7928310420778062,0.1761904761904762,0.16666666666666666,0.08803389442345128,0.047619047619047616
8,1.792866293589274,1.7927337699466281,0.17142857142857143,0.16666666666666666,0.06278060743255989,0.047619047619047616
9,1.79278480779557,1.7920874569151137,0.16666666666666666,0.16666666666666666,0.047716428084526245,0.047619047619047616
10,1.7919250102270217,1.7918195883433023,0.1761904761904762,0.16666666666666666,0.08013454068537937,0.047619047619047616
11,1.791077302751087,1.7916508966022067,0.2,0.17777777777777778,0.10744449217634722,0.094207385471351
12,1.7911277248745874,1.7905699279573228,0.20476190476190476,0.18888888888888888,0.13330918022762914,0.08605664488017428
13,1.7895908333006358,1.7881892840067546,0.19047619047619047,0.17777777777777778,0.12637047336139448,0.06815153245764326
14,1.7858649185725621,1.7855206674999662,0.19285714285714287,0.16666666666666666,0.15489549819446727,0.10113960113960113
15,1.7862253427505492,1.789542383617825,0.18095238095238095,0.16666666666666666,0.09692606908053202,0.047619047619047616
16,1.7846109061014084,1.7821978277630277,0.16666666666666666,0.26666666666666666,0.06497460482728433,0.14154837410651364
17,1.7754666226250784,1.7795423825581869,0.2,0.17777777777777778,0.16757874159929553,0.08888888888888889
18,1.7645711501439412,1.7633946816126504,0.20714285714285716,0.2777777777777778,0.11840342197485054,0.1457142857142857
19,1.7425898370288668,1.7519894335005017,0.2357142857142857,0.28888888888888886,0.1622145336380589,0.1999748617395676
20,1.7237060603641328,1.7521316422356499,0.23095238095238096,0.28888888888888886,0.1639536798725373,0.18905758760831226
21,1.7179424274535406,1.7492612573835584,0.24047619047619048,0.24444444444444444,0.17309340334054757,0.1658653846153846
22,1.7182081835610525,1.7419033209482828,0.2261904761904762,0.3,0.191505514296212,0.2153846153846154
23,1.7111407461620511,1.7381130350960625,0.23809523809523808,0.3111111111111111,0.20609811367026118,0.19798952719489357
24,1.7100302332923525,1.7378139522340563,0.23809523809523808,0.3,0.1868162057084127,0.19528968161187008
25,1.707907932145255,1.741216434372796,0.2523809523809524,0.26666666666666666,0.22163222073084218,0.2213160615459466
26,1.7064728078388032,1.7365207804573908,0.24761904761904763,0.23333333333333334,0.22979932206335438,0.16624338624338625
27,1.6890946286065238,1.7360783735911052,0.23095238095238096,0.28888888888888886,0.20655022365926243,0.21104889884285183
28,1.700221121878851,1.7364134867986043,0.25952380952380955,0.3,0.2397908993855348,0.21947626841243864
29,1.701302771341233,1.736253605948554,0.2642857142857143,0.3,0.23800793139046614,0.21947626841243864
30,1.703234829221453,1.7362527979744806,0.27380952380952384,0.3,0.25393969241203834,0.21947626841243864
