Epoch,Train Loss,Valid Loss,Test Loss,Train Acc,Valid Acc,Test Acc,Train F1,Valid F1,Test F1
1,1.8052664234524682,1.79733055167728,1.7973305622736613,0.17142857142857143,0.15555555555555556,0.15555555555555556,0.13233057554467717,0.04530744336569579,0.04530744336569579
2,1.8070519935517084,1.792673987812466,1.7926739984088473,0.1738095238095238,0.1,0.1,0.16649650466921234,0.0808796867620397,0.0808796867620397
3,1.786117494673956,1.7881836573282877,1.7881836573282877,0.1880952380952381,0.2222222222222222,0.2222222222222222,0.17814339761733247,0.15943271395627776,0.15943271395627776
4,1.7911130973270961,1.779499920209249,1.779499920209249,0.1761904761904762,0.28888888888888886,0.28888888888888886,0.15792236187844835,0.24162320956751496,0.24162320956751496
5,1.767832631156558,1.76613392829895,1.76613392829895,0.21428571428571427,0.24444444444444444,0.24444444444444444,0.19365429464568631,0.16814122735175366,0.16814122735175366
6,1.7611654713040306,1.7603660636478,1.7603660530514187,0.2357142857142857,0.2111111111111111,0.2111111111111111,0.23058906845135238,0.14688029532800775,0.14688029532800775
7,1.7243583134242466,1.745485742886861,1.7454857243431938,0.2904761904761905,0.18888888888888888,0.18888888888888888,0.27151060514438125,0.17456357210614173,0.17456357210614173
8,1.6938098294394357,1.736065419514974,1.7360654407077365,0.28809523809523807,0.24444444444444444,0.24444444444444444,0.28246629302875,0.24307950807950807,0.24307950807950807
9,1.6755072287150792,1.7170639779832628,1.7170639885796442,0.2857142857142857,0.2111111111111111,0.2111111111111111,0.28765001948241076,0.18439543215405285,0.18439543215405285
10,1.6821296305883497,1.7004632102118598,1.7004632102118598,0.27380952380952384,0.2111111111111111,0.2111111111111111,0.2698932295299381,0.17332865825151936,0.17332865825151936
11,1.6327894415174211,1.6906209071477254,1.6906208886040581,0.30714285714285716,0.3333333333333333,0.3333333333333333,0.2946350195079616,0.2939306387573894,0.2939306387573894
12,1.6104334059215728,1.6583941962983872,1.6583941433164808,0.3333333333333333,0.36666666666666664,0.36666666666666664,0.32653060944034823,0.33977464811723657,0.33977464811723657
13,1.5393742606753396,1.6624461121029324,1.6624461438920763,0.36904761904761907,0.34444444444444444,0.34444444444444444,0.3695703394884287,0.30697893089197437,0.30697893089197437
14,1.5226298547926402,1.6604713598887126,1.6604713280995687,0.3761904761904762,0.25555555555555554,0.25555555555555554,0.3723398659147307,0.23846121672208628,0.23846121672208628
15,1.508093007405599,1.6234520647260877,1.6234520647260877,0.39285714285714285,0.34444444444444444,0.34444444444444444,0.3851737229924077,0.3209555988658373,0.3209555988658373
16,1.4758112816583542,1.6178095711602105,1.6178095499674479,0.4142857142857143,0.28888888888888886,0.28888888888888886,0.4098100829974361,0.2636624649859944,0.2636624649859944
17,1.4452436129252115,1.5474173227945964,1.547417312198215,0.4142857142857143,0.45555555555555555,0.45555555555555555,0.41204162787952964,0.4535320525516604,0.4535320525516604
18,1.3903069132850283,1.55292653242747,1.5529265297783745,0.44761904761904764,0.4111111111111111,0.4111111111111111,0.44145197117785245,0.4052327134450547,0.4052327134450547
19,1.3478513933363414,1.5608821365568373,1.5608821153640746,0.4857142857142857,0.36666666666666664,0.36666666666666664,0.48347393653613707,0.36730026434610474,0.36730026434610474
20,1.3193743455977667,1.724045870039198,1.7240458806355794,0.49047619047619045,0.3888888888888889,0.3888888888888889,0.48917958109881127,0.36526921879863056,0.36526921879863056
21,1.3720680918012347,1.4599942869610256,1.459994305504693,0.4785714285714286,0.4666666666666667,0.4666666666666667,0.4746817134904453,0.4639657295115205,0.4639657295115205
