Epoch,Train Loss,Valid Loss,Train Acc,Valid Acc,Train F1,Valid F1
1,1.795803317569551,1.7976569811503091,0.16428571428571428,0.16666666666666666,0.07067704546426586,0.047619047619047616
2,1.7992522126152402,1.797071115175883,0.17142857142857143,0.16666666666666666,0.07909928281407327,0.047619047619047616
3,1.796246920313154,1.7961381435394288,0.1619047619047619,0.16666666666666666,0.07031490015360982,0.047619047619047616
4,1.7946190266382127,1.795102802912394,0.1619047619047619,0.16666666666666666,0.08095560063105701,0.04807692307692307
5,1.7930749836422148,1.7938589678870307,0.1357142857142857,0.14444444444444443,0.0833824866477088,0.06891791441010937
6,1.790144487789699,1.793214037683275,0.1595238095238095,0.18888888888888888,0.09454066312170578,0.10261437908496733
7,1.7921235845202492,1.792380894554986,0.14047619047619048,0.15555555555555556,0.09390149061510565,0.04530744336569579
8,1.7857443264552526,1.7919615692562527,0.18571428571428572,0.16666666666666666,0.09891959891959894,0.047619047619047616
9,1.7882965065184093,1.7915687163670857,0.16904761904761906,0.14444444444444443,0.09475807574655037,0.07222222222222223
10,1.7879724627449398,1.7900700198279487,0.16666666666666666,0.15555555555555556,0.12822821837223075,0.11585603938545115
11,1.7877228646051315,1.7893104924096002,0.1880952380952381,0.2111111111111111,0.14103108471166093,0.1361929150661545
12,1.7807002135685512,1.788499779171414,0.21904761904761905,0.18888888888888888,0.18073374897239325,0.14799875505757856
13,1.7812883581433978,1.7875663465923732,0.22142857142857142,0.2,0.20166799028682802,0.13636617175773802
14,1.7806227502368746,1.7873581886291503,0.22857142857142856,0.16666666666666666,0.19643774334823857,0.0649152865029507
15,1.77839480808803,1.7866729047563341,0.23095238095238096,0.13333333333333333,0.19380711073582246,0.06686429512516469
16,1.7787904535021102,1.7860340807172987,0.20476190476190476,0.2111111111111111,0.16792570715416522,0.14880327481953495
17,1.7748518852960495,1.7844794962141248,0.25,0.16666666666666666,0.23069814200190616,0.09821627647714604
18,1.7736909775506882,1.7839720355139839,0.2642857142857143,0.18888888888888888,0.23125338973237783,0.08605664488017428
19,1.7743493488856725,1.783012988832262,0.24761904761904763,0.18888888888888888,0.21337129480811975,0.13824030102015175
20,1.7708585148765927,1.7822617398367988,0.27380952380952384,0.17777777777777778,0.24836392809598426,0.12740229048605625
21,1.7717943407240369,1.7815176937315198,0.2571428571428571,0.17777777777777778,0.23631968825632824,0.13908648730810153
22,1.7688016641707647,1.7808624426523845,0.26904761904761904,0.2222222222222222,0.24667205638587383,0.15076738128631537
23,1.7665705737613497,1.7802814404169718,0.2904761904761905,0.2111111111111111,0.27824458072413993,0.14741293017155085
24,1.7646808556147984,1.7797638336817423,0.29285714285714287,0.18888888888888888,0.25471314307449616,0.12998212401197476
25,1.7648826644534157,1.7790912893083362,0.28809523809523807,0.16666666666666666,0.2765059027794832,0.12202380952380953
26,1.7653500647771927,1.7787812206480238,0.2833333333333333,0.16666666666666666,0.27149879283921385,0.12283909021330404
27,1.7630306607200985,1.7786386648813883,0.2857142857142857,0.17777777777777778,0.2753595268461247,0.12900837716734856
28,1.7637123471214657,1.778582747777303,0.2904761904761905,0.17777777777777778,0.2795292719617962,0.12900837716734856
29,1.7607844125656855,1.7785305447048612,0.29523809523809524,0.17777777777777778,0.28617976493767827,0.12950191570881228
30,1.7628762563069662,1.7785255379147,0.2642857142857143,0.17777777777777778,0.2500366362205761,0.12950191570881228
