Epoch,Train Loss,Valid Loss,Train Acc,Valid Acc,Train F1,Valid F1
1,1.7918146326428368,1.7921245548460218,0.1738095238095238,0.16666666666666666,0.0742042527964858,0.047619047619047616
2,1.7922559715452648,1.7920586347579956,0.17142857142857143,0.16666666666666666,0.08028912397082322,0.047619047619047616
3,1.791792190642584,1.7918994824091594,0.16904761904761906,0.16666666666666666,0.0689786190626927,0.047619047619047616
4,1.7912717376436507,1.7916042725245158,0.16666666666666666,0.16666666666666666,0.07045940170940172,0.047619047619047616
5,1.79153573513031,1.7910293499628702,0.1761904761904762,0.16666666666666666,0.07632929298244073,0.047619047619047616
6,1.7895079124541509,1.7896543290879992,0.16904761904761906,0.16666666666666666,0.08546224374835072,0.047619047619047616
7,1.7830385866619292,1.782601957850986,0.19285714285714287,0.14444444444444443,0.12388361606574665,0.05627705627705628
8,1.769694979985555,1.7912265247768826,0.18095238095238095,0.14444444444444443,0.10070228241785804,0.05627705627705628
9,1.769169891448248,1.7812502198749118,0.18571428571428572,0.16666666666666666,0.1268655161772281,0.09774436090225563
10,1.7584002506165277,1.7773314078648885,0.22142857142857142,0.17777777777777778,0.1689760051341446,0.11013630089717047
11,1.7537575051898049,1.7712972429063585,0.22857142857142856,0.16666666666666666,0.19207855128947238,0.1000111487381022
12,1.7459716796875,1.7564540147781371,0.2523809523809524,0.24444444444444444,0.2233641340683962,0.16936183616222125
13,1.7266296727316721,1.7481645319196912,0.2714285714285714,0.2222222222222222,0.2472726429149499,0.15873092324343996
14,1.7268554074423654,1.7599813275867038,0.26904761904761904,0.18888888888888888,0.2360627094985186,0.11798477675670659
15,1.7165495645432245,1.7533230225245158,0.2619047619047619,0.18888888888888888,0.18668556220678567,0.1406603697197354
16,1.6868604660034179,1.7506930589675904,0.2833333333333333,0.2222222222222222,0.22374521781498205,0.1506700176776903
17,1.6603407598677136,1.743161023987664,0.3119047619047619,0.24444444444444444,0.27357104987631026,0.1908418232168122
18,1.6477011260532197,1.741721773147583,0.2785714285714286,0.18888888888888888,0.25078248316871377,0.1431358056896077
19,1.6257247606913248,1.752905911869473,0.319047619047619,0.2,0.2875384491648619,0.15977539163813673
20,1.622832963580177,1.7367064952850342,0.30714285714285716,0.2,0.2759595394363277,0.16199428730638157
21,1.6135853801454816,1.7232703261905247,0.3261904761904762,0.2,0.30442543764569935,0.16111709432392543
22,1.5985599960599626,1.7152118417951796,0.3357142857142857,0.2222222222222222,0.2985125303584333,0.1720189189035938
23,1.5852553390321278,1.7142013549804687,0.3238095238095238,0.2,0.28741460875469743,0.1666909940154722
24,1.5921600364503405,1.7112348477045696,0.32857142857142857,0.2222222222222222,0.291473380078537,0.18215085062561756
25,1.5871120566413517,1.7065903425216675,0.319047619047619,0.2,0.2865958250702077,0.157418820791023
26,1.5836128802526566,1.699474925465054,0.3261904761904762,0.2,0.29380222091261515,0.16213321394131422
27,1.5749488308316186,1.697201058599684,0.33095238095238094,0.23333333333333334,0.2985808648138067,0.17609024961966138
28,1.5713872909545898,1.6972936948140462,0.34285714285714286,0.24444444444444444,0.3167425082365057,0.1953302688596806
29,1.5698938415164039,1.6972818904452853,0.36904761904761907,0.24444444444444444,0.3421445400290252,0.1951492607839357
30,1.5802563326699393,1.6972857475280763,0.31666666666666665,0.24444444444444444,0.28095670684770924,0.1951492607839357
