Epoch,Train Loss,Valid Loss,Train Acc,Valid Acc,Train F1,Valid F1
1,1.8085208892822267,1.7974307484096952,0.15,0.15555555555555556,0.0741077950936656,0.04530744336569579
2,1.7988960538591658,1.7937197923660277,0.1738095238095238,0.16666666666666666,0.1319369311516106,0.06565656565656565
3,1.7879892508188884,1.789130277103848,0.1880952380952381,0.2222222222222222,0.1828679380905922,0.1667369456743271
4,1.7816946234021869,1.7835015694300334,0.18571428571428572,0.2111111111111111,0.16100749608041043,0.11394862604540024
5,1.7739754790351505,1.7721706681781344,0.16904761904761906,0.18888888888888888,0.1450147783554266,0.15830855652284223
6,1.7461716458910987,1.762655382686191,0.26666666666666666,0.24444444444444444,0.23071125195308204,0.18349355064330908
7,1.7357138611021496,1.742215840021769,0.24761904761904763,0.24444444444444444,0.20566136571044247,0.19138270028834856
8,1.713490188689459,1.74088454246521,0.25952380952380955,0.2111111111111111,0.22812141649529463,0.1735647434799977
9,1.6819305942172096,1.732692797978719,0.3,0.26666666666666666,0.29986187523397945,0.2116505829578835
10,1.6651312691824778,1.714777824613783,0.3,0.26666666666666666,0.26173981470450486,0.22122919429490026
11,1.6341143153962634,1.7070511235131158,0.30714285714285716,0.24444444444444444,0.27846236594617363,0.1947089947089947
12,1.6303441751570928,1.6975884622997708,0.3142857142857143,0.28888888888888886,0.29238531838554543,0.2503939549100839
13,1.5912461769013178,1.6886619965235392,0.3238095238095238,0.2777777777777778,0.3127301174769392,0.23248745292088943
14,1.598006857009161,1.7346919430626764,0.3261904761904762,0.23333333333333334,0.291361130605311,0.18056082648113006
15,1.601703473499843,1.6709798945320977,0.3357142857142857,0.26666666666666666,0.29257741103144463,0.20810686847838553
16,1.550346539134071,1.6575006220075819,0.3738095238095238,0.26666666666666666,0.3491149698296871,0.22747642526796294
17,1.5026520501999627,1.657985077963935,0.4261904761904762,0.23333333333333334,0.4225261330600039,0.20564355856909047
18,1.4763603199095954,1.6594429943296645,0.4142857142857143,0.28888888888888886,0.40447972756007267,0.24115579904853848
19,1.422161813009353,1.6410727183024088,0.44285714285714284,0.28888888888888886,0.4312744664039727,0.2638936372269705
20,1.424387196132115,1.6295051627688937,0.430952380952381,0.26666666666666666,0.4208629590046635,0.24189044038668098
21,1.4055757976713634,1.6104944732454087,0.44761904761904764,0.32222222222222224,0.4411515221601159,0.3026676389268678
22,1.3769895985012963,1.6126120620303683,0.4595238095238095,0.3111111111111111,0.4484786346329593,0.2771150504846815
23,1.3640755766914003,1.6286141289605034,0.48333333333333334,0.3111111111111111,0.4740948888492363,0.28427978678710697
24,1.3779654922939482,1.6172754499647353,0.4452380952380952,0.2777777777777778,0.4465044811413526,0.25545132367719525
25,1.3411048571268718,1.5997608290778267,0.48333333333333334,0.3111111111111111,0.4753836492807703,0.2851144968123222
26,1.309976439248948,1.6019596523708768,0.5095238095238095,0.32222222222222224,0.510460713050454,0.3011056844390178
27,1.3193164132890247,1.5979670789506701,0.48095238095238096,0.3,0.4754362193513786,0.27113977334103123
28,1.3137989850271317,1.5989638487497966,0.49523809523809526,0.3,0.4888650324096148,0.269289352622686
29,1.3097721304212298,1.598848048845927,0.4880952380952381,0.3,0.4815790371824855,0.27018475351808685
30,1.3018054122016542,1.59883467886183,0.5071428571428571,0.3,0.4992770904939212,0.27018475351808685
