Epoch,Train Loss,Valid Loss,Test Loss,Train Acc,Valid Acc,Test Acc,Train F1,Valid F1,Test F1
1,1.7956542469206311,1.7911034769482084,1.7921558194690281,0.15476190476190477,0.16666666666666666,0.16666666666666666,0.12394066670122732,0.047619047619047616,0.04807692307692307
2,1.7977448395320348,1.790279287762112,1.791173627641466,0.14523809523809525,0.16666666666666666,0.17777777777777778,0.11448403612666014,0.04854368932038835,0.06704881014417231
3,1.7930841173444476,1.7895469109217326,1.7899014366997612,0.15476190476190477,0.16666666666666666,0.16666666666666666,0.13287185863480738,0.047619047619047616,0.04807692307692307
4,1.7924550465175084,1.7885249376296997,1.788586801952786,0.14285714285714285,0.2111111111111111,0.17777777777777778,0.11381766324205962,0.1109936575052854,0.09097458063188228
5,1.792362826211112,1.7867997434404161,1.7871112399631077,0.15476190476190477,0.18888888888888888,0.2,0.11326752073162927,0.09027777777777779,0.10509031198686371
6,1.7891838130496798,1.7854815430111355,1.785378196504381,0.1738095238095238,0.17777777777777778,0.2,0.15536754913738884,0.06815153245764326,0.1090686274509804
7,1.78790884131477,1.7837331083085801,1.7825324005550809,0.19523809523809524,0.2111111111111111,0.17777777777777778,0.16970962647952226,0.113555449279983,0.11597007223942209
8,1.7843659173874629,1.778275802400377,1.7780437442991468,0.20952380952380953,0.3,0.26666666666666666,0.20724947579472278,0.2421832358674464,0.22588688820572878
9,1.7714053244817825,1.7732475651635065,1.772289858924018,0.20476190476190476,0.2777777777777778,0.2222222222222222,0.18361730868424586,0.20759507464312957,0.16228270934153285
10,1.7698184138252622,1.7650795724656847,1.760436651441786,0.19523809523809524,0.2,0.2222222222222222,0.16099453116846454,0.12231842231842231,0.1623931623931624
11,1.7476970218476795,1.776201195187039,1.7577323701646592,0.2523809523809524,0.2222222222222222,0.2,0.1959637173595705,0.1316872427983539,0.13786008230452676
12,1.7312145834877377,1.7550578832626342,1.7124114725324842,0.2642857142857143,0.2777777777777778,0.28888888888888886,0.26857172704351145,0.23076108673934762,0.23325563325563325
13,1.710867308434986,1.7215690162446764,1.7069649113549126,0.2761904761904762,0.3111111111111111,0.23333333333333334,0.24676665590912414,0.2465811965811966,0.17528397349998118
14,1.7142765522003174,1.7433124436272516,1.7219455613030328,0.24047619047619048,0.17777777777777778,0.23333333333333334,0.22390520124637417,0.09828784296869403,0.16560846560846562
15,1.6936652921494983,1.7344930013020834,1.709870523876614,0.2976190476190476,0.18888888888888888,0.2,0.2698721137901238,0.11580672946014281,0.1330767997434664
16,1.6764443102337065,1.7225865125656128,1.7069654570685493,0.28095238095238095,0.24444444444444444,0.3111111111111111,0.27470462250389954,0.14602744170954432,0.2214124293785311
17,1.657163025083996,1.7353986634148493,1.737014068497552,0.30238095238095236,0.2111111111111111,0.26666666666666666,0.2924032321983225,0.14477124183006537,0.19239766081871346
18,1.67913225037711,1.687777911292182,1.686446746190389,0.319047619047619,0.36666666666666664,0.28888888888888886,0.29559332838844515,0.33426318356700085,0.2521192217743942
19,1.6252184163956416,1.6759895483652751,1.6972458362579346,0.3333333333333333,0.3,0.3,0.3165673588306965,0.2513435003631082,0.2650244682853378
20,1.598394665263948,1.6799824237823486,1.7136486212412516,0.34285714285714286,0.35555555555555557,0.3,0.33826244076581097,0.31523366821612436,0.2847322207663395
21,1.5675165880294073,1.6457879066467285,1.6978479756249323,0.34523809523809523,0.34444444444444444,0.3111111111111111,0.3421100288754691,0.2839894074122625,0.2574314574314574
22,1.5321815604255313,1.5968855884340074,1.6361675845252144,0.3738095238095238,0.36666666666666664,0.3,0.34667941917486506,0.3329474221083422,0.29360810666095527
23,1.4870520569029309,1.6105131149291991,1.6344397173987495,0.4095238095238095,0.3,0.3,0.4040908495855011,0.2947971069502701,0.26880017976842446
24,1.4537352085113526,1.7114549265967476,1.716155841615465,0.40476190476190477,0.24444444444444444,0.28888888888888886,0.40104729830394975,0.2049671862365361,0.2986482937140832
25,1.4125350543430872,1.6362416691250272,1.6778223355611166,0.4452380952380952,0.32222222222222224,0.3333333333333333,0.4399667825351003,0.2926824304101965,0.321908250479679
26,1.3924506959461032,1.6064483536614311,1.6871158679326375,0.44285714285714284,0.36666666666666664,0.34444444444444444,0.43657365974251744,0.3528650898216115,0.3314347027440144
27,1.3604813042141142,1.5678201569451227,1.601678376727634,0.46904761904761905,0.3,0.35555555555555557,0.4723372581930127,0.27475524475524477,0.3478344485388873
28,1.362052753993443,1.583164472050137,1.759984681341383,0.4714285714285714,0.4222222222222222,0.34444444444444444,0.4566553458471441,0.3968149883481691,0.3308473389355742
29,1.3219744091942196,1.5090020020802817,1.6203624778323704,0.48333333333333334,0.4222222222222222,0.35555555555555557,0.4779817823935471,0.4104068355487344,0.3559444782270869
30,1.289553425425575,1.6083546929889254,1.7406851742002698,0.48095238095238096,0.35555555555555557,0.37777777777777777,0.4800376906092312,0.3173214073513023,0.36440311108503326
31,1.2837356135958717,1.5283826960457696,1.6584716267055934,0.5047619047619047,0.43333333333333335,0.36666666666666664,0.5004163165507715,0.430892382770159,0.36160908511213624
32,1.2339019911629814,1.5062767028808595,1.6132366392347548,0.5023809523809524,0.4666666666666667,0.4,0.5018102699494101,0.48187830687830685,0.4032089394897744
33,1.2297378761427744,1.4828087700737846,1.612233453326755,0.5166666666666667,0.4666666666666667,0.4,0.517554081271776,0.47142535408638203,0.40017027048747034
34,1.2075853336425055,1.4684309403101603,1.5878705819447836,0.5142857142857142,0.4777777777777778,0.4222222222222222,0.5133118513507994,0.476235632183908,0.4254938271604938
35,1.1759049790246145,1.4451459103160433,1.6045342392391628,0.5238095238095238,0.4888888888888889,0.4222222222222222,0.5188460109354672,0.48101661779081134,0.4188896583120139
36,1.1725542443139212,1.4487856719228955,1.624364627732171,0.5380952380952381,0.5,0.4222222222222222,0.5352516626795278,0.4966581524052789,0.42074037074037074
37,1.1442277471224467,1.4662779278225369,1.6211810906728108,0.5761904761904761,0.5,0.4111111111111111,0.5760705222943089,0.4994146358754752,0.40613804799851305
38,1.150625991821289,1.4410769859949748,1.6165014055040148,0.5571428571428572,0.4777777777777778,0.43333333333333335,0.5568109823504956,0.4820273356911288,0.43062901151136446
39,1.1601167690186274,1.4634900185796949,1.6171475304497613,0.5547619047619048,0.5333333333333333,0.43333333333333335,0.5508607982402941,0.531811938061938,0.4274947748203562
40,1.1485193215665364,1.4533519691891141,1.5892582257588705,0.5380952380952381,0.5,0.4666666666666667,0.5362699771496429,0.5014745656400635,0.45897320084311954
41,1.1320965573901223,1.4402955876456367,1.5898902071846857,0.5761904761904761,0.5222222222222223,0.4444444444444444,0.5749957136605325,0.5291535425944028,0.43819634749169983
42,1.1188566224915641,1.4390566415256925,1.6081368578804864,0.5571428571428572,0.5333333333333333,0.45555555555555555,0.5542696386521914,0.534977334077109,0.456510439870504
43,1.1341284382910954,1.437530110941993,1.600965150197347,0.580952380952381,0.5333333333333333,0.4444444444444444,0.5799894994488968,0.534977334077109,0.4413191023535851
